word	definition	pos	cefr	tags
contemplar	to contemplate	verb	B2.1	
después de todo	after all	phrase	B2.1	
inesperadamente	unexpectedly	adv	B2.1	
multilateralismo	multilateralism	noun	B2.1	
autenticación	authentication	noun	B2.2	
encubridor	accessory after the fact	noun	B2.2	
especular	to speculate	verb	B2.2	
paralelamente	in parallel	adv	B2.2	time
paulatinamente	gradually	adv	B2.2	time
posteriormente	subsequently	adv	B2.2	time
postulado	postulate	noun	B2.2	
progresivamente	progressively	adv	B2.2	time
simultáneamente	simultaneously	adv	B2.2	time
ulteriormente	later	adv	B2.2	time
unilateralismo	unilateralism	adv	B2.2	
vacaciones	vacation	noun	A1.2	
horario	schedule	noun	A2.2	time
empezar	to start	verb	A1.2	time
terminar	to end, to finish	verb	A1.2	time
puntual	punctual	adj	B1.2	time
volver	to return	verb	A1.1	
barco	boat	noun	A1.2	
campo	countryside	noun	A1.2	
destino	destination	noun	A1.2	
estación de autobuses	bus station	phrase	A1.2	
estación de tren	train station	phrase	A1.2	
largo	long	adj	A1.2	
ocupado	busy; occupied	adj	A1.2	
partir	to depart	verb	A1.2	
regresar	to return	verb	A1.2	
salida	exit, departure	noun	A1.2	
seguridad	security	noun	A1.2	
tarjeta	card, key card	noun	A1.2	
tren	train	noun	A1.2	
viaje	trip	noun	A1.2	
vista	hearing, trial; view	noun	A1.2	
vuelo	flight	noun	A1.2	
aeropuerto	airport	noun	A2.1	
agencia de viajes	travel agency	phrase	A2.1	
autobús	bus	noun	A2.1	
bajar	to get off, to go down	verb	A2.1	
cama doble	double bed	phrase	A2.1	
cama individual	single bed	phrase	A2.1	
camión	truck	noun	A2.1	
carro	car	noun	A2.1	
conductor	driver	noun	A2.1	
corto	short	adj	A2.1	
desayuno incluido	breakfast included	phrase	A2.1	
directamente	directly	adv	A2.1	
frontera	border	noun	A2.1	
guía turística	tour guide	phrase	A2.1	
horario laboral	work schedule	phrase	A2.1	
ida y vuelta	round trip	phrase	A2.1	
manejar	to drive	verb	A2.1	
paquete	package	noun	A2.1	
parada	stop	noun	A2.1	
piscina	pool	noun	A2.1	
puerto	port	noun	A2.1	
ruta	route	noun	A2.1	
tarjeta de embarque	boarding pass	phrase	A2.1	
taxi	taxi	noun	A2.1	
vehículo	vehicle	noun	A2.1	
viajar	to travel	verb	A2.1	
volar	to fly	verb	A2.1	
aterrizar	to land	verb	A2.2	
bicicleta	bicycle	noun	A2.2	
boleto	ticket	noun	A2.2	
cancelar	to cancel	verb	A2.2	
entradas	tickets	noun	A2.2	
equipaje	luggage	noun	A2.2	
escala	layover, stopover	noun	A2.2	
extranjero	foreigner, foreign, abroad	noun	A2.2	
guía	guide	noun	A2.2	
hacer las maletas	to pack	phrase	A2.2	
internacional	international	adj	A2.2	
llegada	arrival	noun	A2.2	
maleta	suitcase	noun	A2.2	
metro	subway	noun	A2.2	
motel	motel	noun	A2.2	
pasaporte	passport	noun	A2.2	
plano	map, plan	noun	A2.2	
recepción	reception	noun	A2.2	
retraso	delay	noun	A2.2	
seguro de viaje	travel insurance	phrase	A2.2	
transporte	transportation	noun	A2.2	
alojamiento	accommodation	noun	B1.1	
cultural	cultural	adj	B1.1	
despegar	to take off	verb	B1.1	
excursión	excursion, trip	noun	B1.1	
histórico	historical	adj	B1.1	
huésped	guest	noun	B1.1	
ida	one way	noun	B1.1	
motocicleta	motorcycle	noun	B1.1	
multa	fine, ticket	noun	B1.1	
pasaje	ticket	noun	B1.1	
pasajero	passenger	noun	B1.1	
posada	inn	noun	B1.1	
suite	suite	noun	B1.1	
terminal	terminal	noun	B1.1	
tour	tour	noun	B1.1	
aduana	customs	noun	B1.2	
albergue	hostel	noun	B1.2	
relajante	relaxing	adj	B1.2	
tropical	tropical	adj	B1.2	
turismo	tourism	noun	B1.2	
turista	tourist	noun	B1.2	
visa	visa	noun	B1.2	
andén	platform	noun	B2.1	
aventurero	adventurous	adj	B2.1	
doméstico	domestic	noun	B2.1	
escalas	layover, stopover	noun	B2.1	
exótico	exotic	adj	B2.1	
itinerario	itinerary	noun	B2.1	
turístico	touristic	adj	B2.1	
visado	visa	noun	B2.1	
anulado	cancelled	adj	B2.2	
conductora	driver	noun	B2.2	
embarcar	to board	verb	B2.2	
facturar	to check in luggage, to check in	verb	B2.2	
hostal	hostel	noun	B2.2	
wifi	wifi	noun	B2.2	
hotel	hotel	noun	A1.2	
recepcionista	receptionist	noun	B1.2	
planificar	to plan	verb	B2.2	
mucho gusto	nice to meet you	phrase	A1.1	
carrera	career	noun	A1.2	
compañía	company	noun	A1.2	
comprar	to buy	verb	A1.2	
conseguir	to manage to, to achieve	verb	A1.2	
control	control	noun	A1.2	
dirección	address; direction, management	noun	A1.2	
empresa	company, business	noun	A1.2	
éxito	success	noun	A1.2	
experiencia	experience	noun	A1.2	
informe	report	noun	A1.2	
llamada	call	noun	A1.2	
negocio	business	noun	A1.2	
permiso	permission, leave	noun	A1.2	
personal	staff	noun	A1.2	
reunión	meeting	noun	A1.2	
tienda	store, shop	noun	A1.2	
turno	shift	noun	A1.2	
asistente	assistant	noun	A2.1	
colega	colleague	noun	A2.1	
competencia	competition, competence	noun	A2.1	
compromiso	commitment	noun	A2.1	
contrato	contract	noun	A2.1	
decidir	to decide	verb	A2.1	
despacho	office, study	noun	A2.1	
discutir	to discuss	verb	A2.1	
esfuerzo	effort	noun	A2.1	
fábrica	factory	noun	A2.1	
jefa	boss	noun	A2.1	
lograr	to manage to, to achieve	verb	A2.1	
obtener	to obtain	verb	A2.1	
pago	payment	noun	A2.1	
profesional	professional	adj	A2.1	
responsabilidad	responsibility	noun	A2.1	
responsable	responsible	adj	A2.1	
vender	to sell	verb	A2.1	
administración	administration	noun	A2.2	
alcanzar	to reach	verb	A2.2	
ascenso	promotion; promotion, advancement	noun	A2.2	
atender	to attend to	verb	A2.2	
aumento	raise	noun	A2.2	
avanzar	to advance	verb	A2.2	
buzón de voz	voicemail	phrase	A2.2	
capacidad	ability	noun	A2.2	
compañera	colleague	noun	A2.2	
comunicación	communication	noun	A2.2	
correos	post office	noun	A2.2	
crecer	to grow	verb	A2.2	
empleado	employee	noun	A2.2	
estrategia	strategy	noun	A2.2	
experto	expert	adj	A2.2	
explotar	to exploit	verb	A2.2	
gerente	manager	noun	A2.2	
influencia	influence	noun	A2.2	
logro	achievement	noun	A2.2	
novato	novice	adj	A2.2	
organización	organization	noun	A2.2	
organizado	organized	adj	A2.2	
procedimiento	procedure	noun	A2.2	
profesión	profession	noun	A2.2	
realizar	to carry out	verb	A2.2	
sacrificio	sacrifice	noun	A2.2	
salario	salary	noun	A2.2	
secretario	secretary	noun	A2.2	
solicitud	application	noun	A2.2	
sueldo	salary	noun	A2.2	
superar	to overcome	verb	A2.2	
vencer	to overcome	verb	A2.2	
ambición	ambition	noun	B1.1	
aprovechar	to leverage	verb	B1.1	
completar	to complete	verb	B1.1	
comprometido	committed	adj	B1.1	
confiable	reliable	adj	B1.1	
contador	accountant	noun	B1.1	
dedicado	dedicated	adj	B1.1	
disciplina	discipline	noun	B1.1	
dominar	to master	verb	B1.1	
dominio	mastery	noun	B1.1	
eficiente	efficient	adj	B1.1	
ejecutar	to execute	verb	B1.1	
empleada	employee	noun	B1.1	
exitoso	successful	adj	B1.1	
experimentado	experienced	adj	B1.1	
manejo	handling	noun	B1.1	
ocupación	occupation	noun	B1.1	
promoción	promotion	noun	B1.1	
supervisor	supervisor	noun	B1.1	
táctica	tactic	noun	B1.1	
trabajador	worker	noun	B1.1	
acelerar	to accelerate	verb	B1.2	
ambicioso	ambitious	adj	B1.2	
ascender	to be promoted	verb	B1.2	
competente	competent	adj	B1.2	
coordinación	coordination	noun	B1.2	
currículum	résumé, CV, resume	noun	B1.2	
dedicación	dedication	noun	B1.2	
delegación	delegation	noun	B1.2	
determinación	determination	noun	B1.2	
eficaz	effective	adj	B1.2	
empeño	effort	noun	B1.2	
gestión	management	noun	B1.2	
hábil	skillful	adj	B1.2	
insistir	to insist	verb	B1.2	
motivación	motivation	noun	B1.2	
negociación	negotiation	noun	B1.2	
planificación	planning	noun	B1.2	
supervisión	supervision	noun	B1.2	
talentoso	talented	adj	B1.2	
transformar	to transform	verb	B1.2	
trayectoria	trajectory, path	noun	B1.2	
triunfar	to succeed	verb	B1.2	
veterano	veteran	adj	B1.2	
administrar	to administer	verb	B2.1	
calificado	qualified	adj	B2.1	
comunicar	to communicate	verb	B2.1	
constancia	perseverance	noun	B2.1	
destreza	skill	noun	B2.1	
diestro	skilled	adj	B2.1	
eficientar	to make efficient	verb	B2.1	
especializado	specialized	adj	B2.1	
liderar	to lead	verb	B2.1	
merecer	to deserve	verb	B2.1	
modificar	to modify	verb	B2.1	
principiante	beginner	adj	B2.1	
productivo	productive	adj	B2.1	
progresar	to progress	verb	B2.1	
supervisar	to supervise	verb	B2.1	
actualizar	to update	verb	B2.2	
agilizar	to streamline	verb	B2.2	
aptitud	aptitude	noun	B2.2	
aspiración	aspiration	noun	B2.2	
brainstorming	brainstorming	noun	B2.2	
capacitación	training	noun	B2.2	
capitalizar	to capitalize	verb	B2.2	
conceptualización	conceptualization	adj	B2.2	
concretar	to make concrete	verb	B2.2	
coordinar	to coordinate	verb	B2.2	
cristalizar	to crystallize	verb	B2.2	
deadline	deadline	noun	B2.2	
dinámico	dynamic	adj	B2.2	
emprendedor	entrepreneur, entrepreneurial	adj	B2.2	
emprendimiento	entrepreneurship	noun	B2.2	
empresaria	businessman, businesswoman	noun	B2.2	
escalabilidad	scalability	adj	B2.2	
especialización	specialization	noun	B2.2	
estrategizar	to strategize	verb	B2.2	
factibilidad	feasibility	noun	B2.2	
gestionar	to manage	verb	B2.2	
ideación	ideation	noun	B2.2	
materializar	to materialize	verb	B2.2	
maximizar	to maximize	verb	B2.2	
modernizar	to modernize	verb	B2.2	
monetizar	to monetize	verb	B2.2	
pericia	expertise	noun	B2.2	
perseverancia	perseverance	noun	B2.2	
perseverar	to persevere	verb	B2.2	
persistir	to persist	verb	B2.2	
potenciar	to enhance	verb	B2.2	
proactivo	proactive	adj	B2.2	
pulir	to polish	verb	B2.2	
racionalizar	to rationalize	verb	B2.2	
reconfigurar	to reconfigure	verb	B2.2	
rediseñar	to redesign	verb	B2.2	
reestructurar	to restructure	verb	B2.2	
reinventar	to reinvent	verb	B2.2	
rentabilidad	profitability	noun	B2.2	
reorganizar	to reorganize	verb	B2.2	
revolucionar	to revolutionize	verb	B2.2	
rivalizar	to rival	verb	B2.2	
sobresalir	to excel	verb	B2.2	
sostenibilidad	sustainability	noun	B2.2	
viabilidad	viability	noun	B2.2	
visionar	to envision	verb	B2.2	
visionario	visionary	adj	B2.2	
¿Qué tal?	how's it going?	intj	A1.1	
bien	good, asset; well, fine	adv	A1.1	
buenas noches	good night, good evening, night	intj	A1.1	
cariño	love, affection	noun	A1.1	
claro	clear	adj	A1.1	
coche	car, carriage	noun	A1.1	
con permiso	excuse me (to pass)	intj	A1.1	
corazón	heart, core	noun	A1.1	
de nada	you're welcome	intj	A1.1	
Estados Unidos	United States	phrase	A1.1	
exactamente	exactly	adv	A1.1	
fin	end, purpose	noun	A1.1	
forma	form	noun	A1.1	
gracias	thank you	intj	A1.1	
hola	hello	intj	A1.1	
idea	idea	noun	A1.1	
listo	ready, clever, smart	adj	A1.1	
lo siento	I'm sorry	intj	A1.1	
manera	way, manner	noun	A1.1	
pensar	to think	verb	A1.1	
por favor	please	intj	A1.1	
probablemente	probably	adv	A1.1	
quizás	perhaps	adv	A1.1	glue
razón	reason	noun	A1.1	
realidad	reality	noun	A1.1	
realmente	really	adv	A1.1	
ser de	to be from	phrase	A1.1	
sólo	only, just	adv	A1.1	
suerte	luck, fortune	noun	A1.1	
supuesto	supposed / por supuesto: of course	noun	A1.1	
tanto	so much, so many, as much as	adj	A1.1	
único	unique	adj	A1.1	
venir de	to come from	phrase	A1.1	
verdad	truth	noun	A1.1	
vez	time (specific occurrence)	noun	A1.1	
vuelta	return, turn	noun	A1.1	
a través	through	phrase	A1.2	
absolutamente	absolutely	adv	A1.2	
acaso	perhaps	adv	A1.2	glue
accidente	accident	noun	A1.2	
agradable	nice, pleasant	adj	A1.2	
al lado	next to	phrase	A1.2	
amo	owner, master, boss (m)	noun	A1.2	
asunto	affair, matter, issue	noun	A1.2	
beso	kiss	noun	A1.2	
broma	joke	noun	A1.2	
caja	bank, box, safe	noun	A1.2	
cambio	exchange, change	noun	A1.2	
cárcel	jail, prison	noun	A1.2	
cargo	position, charge, fee	noun	A1.2	
causa	cause	noun	A1.2	
centro comercial	shopping mall	phrase	A1.2	
completamente	completely	adv	A1.2	
común	common	adj	A1.2	
confianza	trust, confidence	noun	A1.2	
consejo	advice, counsel, tip	noun	A1.2	
contar	to tell, count / (contar con) to count on	verb	A1.2	
disculpa	excuse me (informal)	intj	A1.2	
disculpe	excuse me (formal)	intj	A1.2	
duda	doubt	noun	A1.2	
ejército	army	noun	A1.2	
embarazada	pregnant	adj	A1.2	
enseguida	immediately, at once	adv	A1.2	
espacio	space	noun	A1.2	
esperanza	hope	noun	A1.2	
fe	faith	noun	A1.2	
ganado	livestock, cattle	adj	A1.2	
infierno	hell, inferno	noun	A1.2	
inglés	English; English - language, English	noun	A1.2	
intentar	to try	verb	A1.2	
irse	to leave	verb	A1.2	
juicio	trial, judgment	noun	A1.2	
libertad	freedom	noun	A1.2	
lindo	pretty, nice, lovely	adj	A1.2	
lleno	full, filled	adj	A1.2	
locura	madness, insanity	noun	A1.2	
marido	husband	noun	A1.2	
matar	to kill	verb	A1.2	
medio	means, middle	noun	A1.2	
mentira	lie	noun	A1.2	
montón	lot of, heap, pile	noun	A1.2	
movimiento	movement	noun	A1.2	
nave	spacecraft, ship	noun	A1.2	
normal	normal	adj	A1.2	
número de talla	size number	phrase	A1.2	
obviamente	obviously	adv	A1.2	
ojalá	I hope that	intj	A1.2	
oro	gold	noun	A1.2	
parar	to stop (moving)	verb	A1.2	
paso	step, pace	noun	A1.2	
pesar	to weigh, (n) regret, sorrow, grief	verb	A1.2	
pista	clue, track, trace	noun	A1.2	
pobre	poor	adj	A1.2	
por supuesto	of course	phrase	A1.2	
prisa	hurry	noun	A1.2	
propio	own, proper, typical	adj	A1.2	
propósito	purpose	noun	A1.2	
próximo	next	adj	A1.2	
puesto	job, place, position	noun	A1.2	
quedar	to remain, stay, be	verb	A1.2	
rato	moment, while, time	noun	A1.2	
respuesta	answer, reply, response	noun	A1.2	
rey	king	noun	A1.2	
seguir	to continue, follow, keep on	verb	A1.2	
sentido	sense, meaning	noun	A1.2	
siguiente	following, next	adj	A1.2	
sitio	place, space	noun	A1.2	
suelo	ground, floor	noun	A1.2	
sur	south	noun	A1.2	
tal vez	perhaps, maybe	phrase	A1.2	
totalmente	totally	adv	A1.2	
traje	suit, dress, costume	noun	A1.2	
trampa	trick, trap / hacer trampa: to cheat	noun	A1.2	
tratar	to try, to treat	verb	A1.2	
último	last, final	adj	A1.2	
valor	courage, value	noun	A1.2	
a través de	through	phrase	A2.1	
acabar de	to have just	phrase	A2.1	
además de	besides, in addition to	phrase	A2.1	
al lado de	next to, beside	phrase	A2.1	
alemán	German - language, German	noun	A2.1	
Alemania	Germany	noun	A2.1	
alrededor de	around	phrase	A2.1	
amante	lover	noun	A2.1	
andar	to walk / to go around / andar (+VERB): to do	verb	A2.1	
aparentemente	apparently	adv	A2.1	
arena	sand	noun	A2.1	
arreglar	to fix, arrange	verb	A2.1	
averiguar	to investigate, find out	verb	A2.1	
barrio	neighborhood, district	noun	A2.1	
bolsillo	pocket	noun	A2.1	
bruja	witch, hag	noun	A2.1	
caballero	gentleman, knight	noun	A2.1	
cadena	chain	noun	A2.1	
cantidad	quantity	noun	A2.1	
casar	to marry	verb	A2.1	
castigo	punishment, penalty	noun	A2.1	
casualidad	chance, coincidence	noun	A2.1	
cerca de	near, close to	phrase	A2.1	
China	China	noun	A2.1	
ciego	blind	adj	A2.1	
ciertamente	certainly	adv	A2.1	
cinta	tape, ribbon, film, strip	noun	A2.1	
coger	to hold, take, catch / to have sex (vulg)	verb	A2.1	
cola	line, queue, tail	noun	A2.1	
compañera de clase	classmate	phrase	A2.1	
conducir	to lead, drive	verb	A2.1	
dama	lady, dame	noun	A2.1	
debajo de	under, below	phrase	A2.1	
dejar de	to stop doing	phrase	A2.1	
delante de	in front of	phrase	A2.1	
dentro de	inside of	phrase	A2.1	
derechos	rights	noun	A2.1	
desgracia	misfortune, bad luck	noun	A2.1	
detrás de	behind	phrase	A2.1	
disparar	to shoot (at)	verb	A2.1	
dispuesto	willing, ready	adj	A2.1	
dueño	owner, landlord (m)	noun	A2.1	
echar	to throw out / echar a (+VERB): to start	verb	A2.1	
educación física	physical education	phrase	A2.1	
efecto	effect	noun	A2.1	
elegir	to choose, elect	verb	A2.1	
empezar a	to begin to	phrase	A2.1	
encima de	on top of	phrase	A2.1	
escuela primaria	elementary school	phrase	A2.1	
escuela secundaria	middle school	phrase	A2.1	
espada	sword	noun	A2.1	
estado de ánimo	mood	phrase	A2.1	
fecha	date, day	noun	A2.1	
fila	line, row, file	noun	A2.1	
firmar	to sign	verb	A2.1	
francés	French - language, French	noun	A2.1	
Francia	France	noun	A2.1	
fuera de	outside of	phrase	A2.1	
fumar	to smoke	verb	A2.1	
gana	desire	noun	A2.1	
gritar	to shout	verb	A2.1	
hielo	ice	noun	A2.1	
huir	to flee, run away	verb	A2.1	
humo	smoke	noun	A2.1	
imaginar	to imagine	verb	A2.1	
incendio	fire, conflagration	noun	A2.1	
Inglaterra	England	noun	A2.1	
inteligencia	intelligence	noun	A2.1	
lejos de	far from	phrase	A2.1	
libro de texto	textbook	phrase	A2.1	
llorar	to cry	verb	A2.1	
madera	wood	noun	A2.1	
meter	to put (into)	verb	A2.1	
México	Mexico	noun	A2.1	
miel	honey	noun	A2.1	
milagro	miracle	noun	A2.1	
muñeca	doll, wrist	noun	A2.1	
obvio	obvious	adj	A2.1	
olor	smell, odor, fragrance	noun	A2.1	
oscuro	dark, obscure	adj	A2.1	
pecho	chest, breast	noun	A2.1	
pedazo	piece, bit	noun	A2.1	
pelear	to fight, struggle	verb	A2.1	
pelota	ball	noun	A2.1	
perfectamente	perfectly	adv	A2.1	
permanecer	to stay, remain	verb	A2.1	
pesadilla	nightmare	noun	A2.1	
piedra	stone, rock	noun	A2.1	
plata	silver, money	noun	A2.1	
polvo	dust, powder	noun	A2.1	
posibilidad	possibility	noun	A2.1	
precisamente	precisely	adv	A2.1	
profundo	deep, profound	adj	A2.1	
recoger	to pick up	verb	A2.1	
robo	theft, robbery	noun	A2.1	
romper	to break	verb	A2.1	
rostro	face, countenance	noun	A2.1	
roto	broken, torn	adj	A2.1	
ruido	noise	noun	A2.1	
salón	hall, room	noun	A2.1	
salón de clases	classroom	phrase	A2.1	
salvaje	wild, savage, uncultivated	adj	A2.1	
seguido	en seguida: immediate / in a row, successive, often	adj	A2.1	
seguramente	surely	adv	A2.1	
sencillo	simple	adj	A2.1	
sensación	sensation	noun	A2.1	
siglo	century, age	noun	A2.1	
sombra	shade, shadow	noun	A2.1	
sonrisa	smile	noun	A2.1	
terminar de	to finish doing	phrase	A2.1	
tesoro	treasure, thesaurus	noun	A2.1	
tirar	to throw, pull	verb	A2.1	
tontería	nonsense, stupidity, stupid thing	noun	A2.1	
tratar de	to try to	phrase	A2.1	
universo	universe	noun	A2.1	
ventaja	advantage, benefit	noun	A2.1	
voluntad	will, willpower, intention	noun	A2.1	
volver a	to do again	phrase	A2.1	
a favor	in favor	phrase	A2.2	
a lo mejor	maybe	phrase	A2.2	
acero	steel	noun	A2.2	
aclarar	to clarify	verb	A2.2	
adivinar	to guess, solve	verb	A2.2	
agarrar	to grasp, catch	verb	A2.2	
aguantar	to endure, put up with	verb	A2.2	
aguja	needle, spire, stylus	noun	A2.2	
al contrario	on the contrary	phrase	A2.2	
ala	wing, flank	noun	A2.2	
alcance	reach, scope	noun	A2.2	
almacén	warehouse, store	noun	A2.2	
amanecer	(n) daybreak, dawn / (v) to dawn, get light	verb	A2.2	
ambiente	environment, atmosphere	noun	A2.2	
ánimo	zest, spirit, heart / (tener ánimo): to be in the mood	noun	A2.2	
apariencia	appearance	noun	A2.2	
asumir	to assume	verb	A2.2	
auxilio	help, aid, assistance	noun	A2.2	
ave	bird	noun	A2.2	
avisar	to inform, announce, warn	verb	A2.2	
bandera	flag	noun	A2.2	
barra	bar, rod, rail	noun	A2.2	
borde	edge	noun	A2.2	
Brasil	Brazil	noun	A2.2	
caída	fall, drop, falling	noun	A2.2	
campana	bell	noun	A2.2	
Canadá	Canada	noun	A2.2	
cargar	to load (up), carry, charge	verb	A2.2	
casco	helmet	noun	A2.2	
cepillo de dientes	toothbrush	phrase	A2.2	
certeza	certainty	noun	A2.2	
chino	Chinese	noun	A2.2	
chiste	joke, funny story	noun	A2.2	
cobrar	to charge (money)	verb	A2.2	
concepto	concept	noun	A2.2	
confuso	confusing	adj	A2.2	
contratar	to hire, contract	verb	A2.2	
cruzar	to cross	verb	A2.2	
cuartel	quarters, barracks	noun	A2.2	
cuero	leather, skin	noun	A2.2	
dar igual	to not matter	phrase	A2.2	
dar la bienvenida	to welcome	phrase	A2.2	
desnudo	nude, naked	adj	A2.2	
digno	worthy	adj	A2.2	
doña	courtesy title (f), Mrs.	noun	A2.2	
en contra	against	phrase	A2.2	
en general	in general	phrase	A2.2	
enfrentar	to confront, face	verb	A2.2	
esclavo	slave	adj	A2.2	
escoger	to choose	verb	A2.2	
esconder	to hide, conceal	verb	A2.2	
España	Spain	noun	A2.2	
español	Spanish; Spanish - language, Spanish	noun	A2.2	
estadounidense	American (US)	adj	A2.2	
estar de acuerdo	to agree	phrase	A2.2	
estar en contra	to be against	phrase	A2.2	
eternidad	eternity	noun	A2.2	
evidente	evident	adj	A2.2	
existencia	existence	noun	A2.2	
fenómeno	phenomenon	noun	A2.2	
fiel	faithful, loyal	adj	A2.2	
francamente	frankly	adv	A2.2	
fuga	flight, escape	noun	A2.2	
girar	to rotate, revolve	verb	A2.2	
gota	drop	noun	A2.2	
hacer caso	to pay attention	phrase	A2.2	
hacer daño	to hurt	phrase	A2.2	
hacer falta	to need	phrase	A2.2	
hallar	to find (out)	verb	A2.2	
harto	fed up with, tired	adj	A2.2	
hierro	iron	noun	A2.2	
hilo	thread, yarn, wire	noun	A2.2	
hoja	sheet, leaf	noun	A2.2	
hombro	shoulder	noun	A2.2	
honestamente	honestly	adv	A2.2	
huella	trace, track, footstep	noun	A2.2	
hueso	bone	noun	A2.2	
increíblemente	incredibly	adv	A2.2	
Italia	Italy	noun	A2.2	
italiano	Italian - language, Italian	adj	A2.2	
Japón	Japan	noun	A2.2	
japonés	Japanese	noun	A2.2	
juguete	toy	noun	A2.2	
lana	wool / money	noun	A2.2	
lata	(tin) can / bother, annoyance	noun	A2.2	
levantar	to raise, lift	verb	A2.2	
liberar	to free, liberate	verb	A2.2	
lógica	logic	noun	A2.2	
lujo	luxury	noun	A2.2	
mancha	stain, spot	noun	A2.2	
mandar	to send, order	verb	A2.2	
marchar	to go, leave, march	verb	A2.2	
me gustaría	I would like	phrase	A2.2	
molestar	to bother, disturb, upset	verb	A2.2	
montar	to ride, mount, assemble	verb	A2.2	
moral	morality	noun	A2.2	
muro	(outer) wall, rampart	noun	A2.2	
nacer	to be born	verb	A2.2	
nieto	grandchild	noun	A2.2	
nuevamente	anew, again	adv	A2.2	
ocultar	to hide	verb	A2.2	
ola	wave	noun	A2.2	
palo	stick, pole	noun	A2.2	
partida	game, match, departure	noun	A2.2	
pasear	to go for a walk, ride	verb	A2.2	
pasta de dientes	toothpaste	phrase	A2.2	
pata	leg, paw	noun	A2.2	
patria	native land, fatherland	noun	A2.2	
patrón	employer, landlord, patron saint	noun	A2.2	
pendiente	(adj) pending / (n) suitor	noun	A2.2	
pensamiento	thought	noun	A2.2	
porquería	filth, junk	noun	A2.2	
posiblemente	possibly	adv	A2.2	
pozo	well, shaft	noun	A2.2	
presa	dam, prisoner (f)	noun	A2.2	
preso	prison, prisoner	adj	A2.2	
principios	principles	noun	A2.2	
quemar	to burn	verb	A2.2	
quinto	fifth	noun	A2.2	
quitar	to remove, take away	verb	A2.2	
rabia	rage	noun	A2.2	
raya	line, ray, stripe	noun	A2.2	
razonable	reasonable	adj	A2.2	
remedio	alternative, cure, solution	noun	A2.2	
retrato	portrait, photograph	noun	A2.2	
reunir	to gather, meet, collect	verb	A2.2	
rezar	to pray, recite	verb	A2.2	
risa	laugh, chuckle	noun	A2.2	
rodilla	knee	noun	A2.2	
rueda	wheel	noun	A2.2	
rumbo	direction, course, bearing	noun	A2.2	
sabiduría	wisdom	noun	A2.2	
sabor	taste, flavor, sensation	noun	A2.2	
sacerdote	priest	noun	A2.2	
sed	thirst	noun	A2.2	
semejante	similar, such, alike	adj	A2.2	
señal de tráfico	traffic sign	phrase	A2.2	
seriamente	seriously	adv	A2.2	
significado	meaning	noun	A2.2	
sin duda	without doubt	phrase	A2.2	
siquiera	even (if)	conj	A2.2	
sobre todo	above all, especially	phrase	A2.2	
sonar	to sound, ring out	verb	A2.2	
soñar	to dream	verb	A2.2	
te compraría	I would buy you	phrase	A2.2	
temor	fear	noun	A2.2	
tener razón	to be right	phrase	A2.2	
tener suerte	to be lucky	phrase	A2.2	
terreno	ground, land, earth, terrain	noun	A2.2	
típico	typical	adj	A2.2	
valioso	valuable, precious	adj	A2.2	
verdaderamente	truly	adv	A2.2	
vidrio	glass, pane	noun	A2.2	
vigilar	to watch over, guard	verb	A2.2	
zapato	shoe	noun	A2.2	
a favor de	in favor of	phrase	B1.1	
a lo largo de	along, throughout	phrase	B1.1	
a partir de	from, starting from	phrase	B1.1	
acerca de	about	phrase	B1.1	
ahorrar	to save (money, time)	verb	B1.1	
alcanzar a	to manage to	phrase	B1.1	
alimento	food, nourishment	noun	B1.1	
alumno	student, pupil	noun	B1.1	
ancho	wide	noun	B1.1	
apretar	to squeeze, tighten, compress	verb	B1.1	
arrancar	to start (machine) / to rip away / to have an outburst	verb	B1.1	
asustar	to frighten, scare	verb	B1.1	
atravesar	to cross	verb	B1.1	
barro	clay, mud	noun	B1.1	
ceder	to give way, yield	verb	B1.1	
charlar	to chat, talk	verb	B1.1	
colocar	to place, position	verb	B1.1	
comprensión	understanding	noun	B1.1	
con motivo de	on the occasion of	phrase	B1.1	
con respecto a	with respect to	phrase	B1.1	
concreto	concrete	adj	B1.1	
conforme	as, according to	adj	B1.1	
conquistar	to conquer / to win someone's heart	verb	B1.1	
cosecha	harvest, crop	noun	B1.1	
creencia	belief	noun	B1.1	
criar	to bring up, to raise	verb	B1.1	
crucial	crucial	adj	B1.1	
currículum vitae	resume, CV	phrase	B1.1	
de acuerdo con	according to	phrase	B1.1	
denuncia	accusation	noun	B1.1	
despedir	to say goodbye (to) / to fire from a job	verb	B1.1	
día libre	day off	phrase	B1.1	
dondequiera	wherever	adv	B1.1	
dorado	golden, gold-plated	noun	B1.1	
echarse a	to start doing	phrase	B1.1	
efectivamente	effectively	adv	B1.1	
empujar	to push, shove	verb	B1.1	
en contra de	against	phrase	B1.1	
en efecto	indeed	phrase	B1.1	
en función de	depending on	phrase	B1.1	
en relación con	in relation to	phrase	B1.1	
en torno a	around (topic)	phrase	B1.1	
encantar	to love (literal: to enchant)2) to charm	verb	B1.1	
enterar	to find out	verb	B1.1	
enterrar	to bury, to conceal	verb	B1.1	
entorno	environment, surroundings	noun	B1.1	
esclavitud	slavery	noun	B1.1	
esencia	essence	noun	B1.1	
esencial	essential	adj	B1.1	
estallar	to break out, explode, start	verb	B1.1	
estancia	stay, stance, ranch	noun	B1.1	
estar a punto de	to be about to	phrase	B1.1	
ética	ethics	noun	B1.1	
evidentemente	evidently	adv	B1.1	
